State,Month,Tested,Confirmed,Deceased,latitude,longitude,population,Status,AQIUS,PM25,PM10,Temp,Humid
KARNATAKA,2020-10,199843176,22860142,317843,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2021-05,862665652,66929997,685090,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2021-10,1529408269,92471684,1176133,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2020-06,13785193,237396,3347,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2020-07,29401786,1814581,34536,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2021-03,620687711,29965410,384959,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2020-04,611861,9571,346,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2020-09,118122823,14351127,223691,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2021-06,961237473,82929253,990778,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2021-02,502553539,26472446,343531,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2020-11,285987910,25801841,345695,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2021-04,701034699,35084777,404604,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2021-07,1133837349,89235405,1115726,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2020-12,391886959,28029498,370794,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2020-03,0,732,30,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KARNATAKA,2020-05,4781302,43788,1121,12.57038129,76.91999711,10000000,MODERATE,93,37,68,25,74
KERALA,2020-11,164768366,15761027,56448,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-07,777938111,97382689,468219,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-04,508333,11753,87,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-09,1010783825,132710063,691823,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-02,0,8,0,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-04,427011515,37750892,147043,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-08,914998280,115094762,582503,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-01,272635976,26177030,106356,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-03,383671984,33920953,137068,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-09,67641821,3691404,14641,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-10,118648844,10000959,34691,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-12,220831645,21229239,83447,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-05,554861058,65519871,206857,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-06,4685002,81724,588,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-01,0,1,0,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-05,1574469,21530,157,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-08,37435683,1451150,5301,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-10,1137845932,150099524,849789,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-03,0,1918,4,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2020-07,14685617,364627,1307,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-06,644606412,82479908,340553,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
KERALA,2021-02,296414883,28060885,111639,8.900372741,76.56999263,10000000,MODERATE,87,29,55,29,80
MADHYA PRADESH,2021-02,156253396,7225609,107444,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-10,78309404,4780371,83731,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2021-10,602985459,24573208,326210,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2021-05,273241210,22032633,215955,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-09,51739479,2859492,55436,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2021-09,528501842,23771029,315518,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-11,100238621,5587414,92989,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2021-04,209893089,12003464,136730,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-06,7884418,328532,14034,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2021-07,412719775,24522971,309354,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2021-01,156144362,7760326,115844,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-04,434628,33076,1789,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-05,3130898,155710,7599,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2021-06,331740178,23627645,258201,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2021-08,482579330,24553013,325956,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2021-03,187971336,8473104,120942,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-12,130803778,7010111,106598,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-08,32440375,1439654,34579,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-07,17277419,658625,21901,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MADHYA PRADESH,2020-03,0,282,11,21.300391050000002,76.13001949,10000000,MODERATE,97,33,80,28,32
MAHARASHTRA,2021-08,1584303280,198181562,4189731,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-11,295713482,52546687,1376175,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-06,20783852,3461480,146856,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2021-03,553654377,74559135,1647151,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2021-07,1394686897,192009893,3954660,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2021-04,699235131,110884048,1809502,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2021-02,430799180,58121612,1444013,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-10,246862041,48444892,1276324,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2021-09,1694742470,195346961,4149495,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-04,1676119,117423,5826,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2021-06,1155758548,177736506,3336169,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2021-10,1887021862,204204664,4331523,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2021-05,966842712,164703698,2545281,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-03,0,1972,29,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-07,46365765,9021856,350117,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-08,98003058,18598274,619584,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-05,8696822,1071275,37719,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-12,367512496,58406464,1501432,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2021-01,425639755,61527482,1561097,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MAHARASHTRA,2020-09,164188584,33154585,920386,19.25023195,73.16017493,10000000,MODERATE,100,36,83,28,64
MANIPUR,2021-07,30713619,2584130,41915,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2021-08,35871660,3342311,52719,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-11,11596098,658725,6609,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2021-09,37784796,3529762,54635,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-10,9463153,459313,3436,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2021-01,15371981,891637,11338,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-04,5946,59,0,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2021-06,24668094,1832647,29811,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-07,2089080,56258,10,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-09,5937328,251193,1481,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2021-03,17481851,909136,11571,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2021-05,20497951,1239681,18238,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2021-02,14952007,817165,10436,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2021-04,17785945,896765,11399,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-08,3612213,138755,506,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2021-10,41465177,3796860,58709,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-03,0,8,0,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-05,92901,563,0,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-12,14081126,840393,10112,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MANIPUR,2020-06,856798,17515,0,24.79997072,93.95001705,2855794,MODERATE,59,16,19,20,76
MEGHALAYA,2020-07,828851,11943,89,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2020-08,1698666,46017,207,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2020-09,3601197,121449,889,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2020-10,5595790,249519,2189,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2020-05,106159,466,31,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-01,9766185,423134,4452,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-09,30746374,2364778,40887,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2020-06,410193,1264,30,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-07,23838010,1764721,29414,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-03,11975390,434019,4607,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2020-12,8385045,399124,3992,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2020-11,6637641,322181,3023,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-06,19135835,1291213,22174,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-08,28384087,2218736,37922,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-10,34651987,2566001,44345,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-05,15898194,770889,10661,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2020-04,15695,180,16,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-02,9900951,389440,4136,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MEGHALAYA,2021-04,12927739,448384,4645,25.57049217,91.8800142,3211000,POOR,130,50,80,20,83
MIZORAM,2020-09,1691411,43809,0,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-06,13172229,481553,2114,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2020-06,186968,3011,0,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2020-10,2923575,70953,4,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2020-04,2831,30,0,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2020-07,539903,8397,0,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-04,8166673,147402,357,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-05,10725143,275051,802,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-07,16897157,845090,3655,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-10,37252400,3414997,11689,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-03,7533552,137721,324,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-09,29322758,2264899,7628,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-08,22888451,1514066,5664,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2020-12,5155908,125712,216,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-02,6177328,123074,266,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2020-03,0,7,0,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2020-11,3948231,100800,104,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2021-01,5971974,133505,270,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2020-08,882887,23236,0,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
MIZORAM,2020-05,9668,31,0,23.71039899,92.72001461,1097206,GOOD,27,6,22,23,73
NAGALAND,2021-06,6299888,713318,13612,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2021-08,9052368,903252,18705,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2021-03,4148446,378965,2821,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2021-07,7583987,821313,16235,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2021-04,4211401,381289,2820,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2021-02,3582086,340792,2501,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2021-05,5325897,559245,6760,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2020-10,2769106,236893,619,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2021-01,3805814,372751,2644,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2020-04,8659,0,0,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2020-05,33790,138,0,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2020-06,248035,6306,0,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2020-07,854352,29855,30,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2020-12,3637963,362263,2212,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2020-09,2132444,152565,283,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2020-08,1566062,99500,215,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2021-09,10545197,922251,19362,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2021-10,11952161,978516,20908,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
NAGALAND,2020-11,3191708,303037,1588,25.6669979,94.11657019,1978502,MODERATE,54,16,24,19,53
ODISHA,2020-12,200467142,10065254,57933,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2020-07,11563802,524569,3407,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2020-03,0,36,0,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-05,338382463,18954915,74327,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-07,462618572,29404346,154703,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2020-08,31192989,1958267,12102,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-09,571525879,30539136,244989,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2020-10,122336586,8099956,35734,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2020-06,6186976,128676,488,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-03,269047951,10496682,61108,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-06,384082761,25638905,103638,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2020-04,298347,1963,24,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-10,651325514,32068143,258153,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-08,529577417,30831594,217470,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2020-09,76434113,4860727,21317,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-02,224768735,9413038,54998,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2020-05,2747220,26110,138,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-04,286150420,11169095,60150,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2020-11,157996938,9230830,47745,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
ODISHA,2021-01,227462696,10317888,60437,19.82042971,85.90001746,10000000,POOR,119,44,89,29,66
PUDUCHERRY,2020-10,7952371,999636,17609,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2020-07,891940,57481,807,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2020-09,3692034,631134,12086,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-10,57846995,3946217,57343,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-01,16597070,1197184,19859,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2020-06,335736,8649,141,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2020-08,1757977,253092,3815,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-09,51742556,3753016,54799,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-06,35823247,3381804,50498,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2020-04,22360,196,0,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2020-12,13838474,1165346,19289,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-04,21833155,1428854,21446,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-07,43983242,3700610,55048,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-08,49083806,3791773,55929,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-02,16999832,1104480,18446,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2020-05,162587,759,0,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-03,20160019,1248985,20886,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2021-05,28767346,2587729,36047,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2020-11,10896620,1087394,18155,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
PUDUCHERRY,2020-03,0,15,0,11.93499371,79.83000037,1394467,GOOD,47,11,34,30,78
RAJASTHAN,2021-10,452630241,29585797,277574,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2021-07,386095698,29549911,277334,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2021-04,230467767,12638392,96312,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2021-06,338537328,28474829,263980,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-05,7309683,164663,4050,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-03,0,607,0,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-10,106833399,5222561,53169,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2021-01,173004940,9742273,85013,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-06,18672249,398655,9118,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-07,35954892,875817,16817,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2021-09,422093724,28626624,268620,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-09,81815834,3229574,38203,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2021-02,170371329,8930013,77816,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2021-05,303303127,25625788,205738,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-08,59666436,1913122,27075,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-11,121384657,6887606,62628,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-04,1290121,35741,568,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2021-03,203827199,10065901,86701,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2021-08,413916321,29571751,277574,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
RAJASTHAN,2020-12,151199759,9080591,79165,26.44999921,74.63998124,10000000,POOR,108,39,120,29,31
SIKKIM,2020-11,1789715,134674,2677,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-06,4447125,554358,8544,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-07,5561079,722627,9958,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-05,3264069,355921,6189,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2020-05,33218,9,0,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-08,6776818,887107,11171,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-04,2545061,201721,4119,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-10,7919146,984136,12124,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2020-09,1375694,67619,575,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2020-08,1050369,35509,58,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2020-07,492660,9083,6,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-03,2508715,191924,4185,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2020-10,1667781,108642,1786,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2020-06,209715,1520,0,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-02,2149438,171324,3778,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2020-12,2042861,168937,3725,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-09,7225227,922525,11369,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
SIKKIM,2021-01,2228443,186536,4046,27.3333303,88.6166475,657876,MODERATE,62,18,46,17,56
TAMIL NADU,2020-10,270903254,20864924,324377,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-01,470028523,25718303,379979,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2020-05,9672303,347836,2517,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2020-11,332362183,22719923,344257,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2020-08,115434562,10491858,177403,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2020-07,57124756,5018740,75551,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2020-06,23445380,1507947,17191,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2020-04,1136996,37275,412,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-07,1092565628,78359929,1040308,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-08,1238639767,80278068,1070610,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2020-12,408119352,24856007,369754,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-02,469851739,23667523,347919,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-09,1342533594,79193492,1057599,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-06,911216985,70586171,889316,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-03,572548396,26790128,389898,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-05,780085845,50084186,565674,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2020-03,0,440,3,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-10,1525286219,83242706,1112197,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2021-04,630679008,29679704,394546,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TAMIL NADU,2020-09,183053990,15495166,255230,12.92038576,79.15004187,10000000,MODERATE,55,15,49,29,78
TRIPURA,2021-05,25001249,1297237,13529,23.83540428,91.27999914,3673917,POOR,127,46,74,26,88
